SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2020-21,1,Stephen Curry,Curry REBOUND (Off:1 Def:0),OREB,MIL @ GSW,MIL,GSW,"Tuesday, April 6",1,https://videos.nba.com/nba/pbp/media/2021/04/06/0022000774/91/3c1fc29a-405b-2d4e-c31a-46a03d78def1_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:2 Def:3),OREB,MIL @ GSW,MIL,GSW,"Tuesday, April 6",3,https://videos.nba.com/nba/pbp/media/2021/04/06/0022000774/407/25114c75-4adf-22bc-4761-cb5d1092c66c_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:1 Def:0),OREB,GSW @ MIN,GSW,MIN,"Thursday, April 29",1,https://videos.nba.com/nba/pbp/media/2021/04/29/0022000946/47/a6989734-d83f-09d2-2b40-108867edb01a_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:1 Def:1),OREB,GSW @ NOP,GSW,NOP,"Tuesday, May 4",1,https://videos.nba.com/nba/pbp/media/2021/05/04/0022000987/96/ed8fc69b-365c-e36b-39fc-1fbeb2bf40db_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:2 Def:7),OREB,GSW @ NOP,GSW,NOP,"Tuesday, May 4",4,https://videos.nba.com/nba/pbp/media/2021/05/04/0022000987/546/176627d3-0523-a535-6fe5-1dd325883944_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:1 Def:3),OREB,UTA @ GSW,UTA,GSW,"Monday, May 10",3,https://videos.nba.com/nba/pbp/media/2021/05/10/0022001030/385/6a1aaa47-2499-2c0b-c8cb-edfbbc6a8fe5_1280x720.mp4
2020-21,1,Stephen Curry,Curry REBOUND (Off:1 Def:5),OREB,MEM @ GSW,MEM,GSW,"Sunday, May 16",3,https://videos.nba.com/nba/pbp/media/2021/05/16/0022001070/412/b1c911c2-d449-10f1-fa0e-36f8c8d4f577_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,ORL @ WAS,ORL,WAS,"Saturday, December 26",1,https://videos.nba.com/nba/pbp/media/2020/12/26/0022000024/38/9a614c92-6ac4-068a-697d-5a01087276a2_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:3),OREB,ORL @ WAS,ORL,WAS,"Saturday, December 26",3,https://videos.nba.com/nba/pbp/media/2020/12/26/0022000024/443/c19d8219-2d7e-0646-48ec-1774a72e7cd8_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,CHI @ WAS,CHI,WAS,"Tuesday, December 29",1,https://videos.nba.com/nba/pbp/media/2020/12/29/0022000050/88/ec47a4ef-daef-3221-41e7-457eaa60d2e2_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:2),OREB,CHI @ WAS,CHI,WAS,"Tuesday, December 29",2,https://videos.nba.com/nba/pbp/media/2020/12/29/0022000050/336/51130463-b0ee-2348-8eb6-417f6cab4d3a_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,CHI @ WAS,CHI,WAS,"Thursday, December 31",3,https://videos.nba.com/nba/pbp/media/2020/12/31/0022000063/426/e60b8992-624e-66d2-a0c6-855eda942079_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:3),OREB,WAS @ BKN,WAS,BKN,"Sunday, January 3",1,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000086/151/9c6e887c-9dda-e36c-8616-ca1abcd12a1d_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:3),OREB,WAS @ BKN,WAS,BKN,"Sunday, January 3",1,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000086/156/ca6d5b2d-18a6-a79a-7261-e2923babe2ab_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:3),OREB,WAS @ BKN,WAS,BKN,"Sunday, January 3",2,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000086/383/05ad770e-cfe2-a7d7-ca64-05b9eeb16a32_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:4 Def:4),OREB,WAS @ BKN,WAS,BKN,"Sunday, January 3",3,https://videos.nba.com/nba/pbp/media/2021/01/03/0022000086/512/0f476bd8-2c6d-33e9-f26f-19938203fec2_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ PHI,WAS,PHI,"Wednesday, January 6",1,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000109/92/49594ce3-5ea5-8d01-09d7-dd8e3e43aa49_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,WAS @ PHI,WAS,PHI,"Wednesday, January 6",2,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000109/253/4509c30f-dc89-1d24-d91b-8588880c4595_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:1),OREB,WAS @ PHI,WAS,PHI,"Wednesday, January 6",2,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000109/266/a385b785-91a5-ed9b-9c45-8d9b0ad932bf_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:4 Def:2),OREB,WAS @ PHI,WAS,PHI,"Wednesday, January 6",3,https://videos.nba.com/nba/pbp/media/2021/01/06/0022000109/423/cd163d4d-0097-c316-6d58-d93beb701235_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:3),OREB,PHX @ WAS,PHX,WAS,"Monday, January 11",3,https://videos.nba.com/nba/pbp/media/2021/01/11/0022000152/396/7840e06f-ddf6-81bd-0001-a4b5084c4b7b_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:5),OREB,PHX @ WAS,PHX,WAS,"Monday, January 11",4,https://videos.nba.com/nba/pbp/media/2021/01/11/0022000152/566/d8842266-e68c-bea1-3d95-ff1d4a63466c_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,CLE @ WAS,CLE,WAS,"Sunday, April 25",1,https://videos.nba.com/nba/pbp/media/2021/04/25/0022000197/66/a21bfd7d-a348-d87a-8df2-ef6a21927343_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,CLE @ WAS,CLE,WAS,"Sunday, April 25",2,https://videos.nba.com/nba/pbp/media/2021/04/25/0022000197/364/7f024871-5f0f-a42d-06af-ec1ff62cbe17_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:1),OREB,CLE @ WAS,CLE,WAS,"Sunday, April 25",3,https://videos.nba.com/nba/pbp/media/2021/04/25/0022000197/444/4265ef45-3595-9232-5166-74e211b268ed_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:3),OREB,WAS @ CHA,WAS,CHA,"Sunday, February 7",2,https://videos.nba.com/nba/pbp/media/2021/02/07/0022000215/358/eddc3062-da0e-dce4-b41c-0f088aec7e97_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:4),OREB,WAS @ SAS,WAS,SAS,"Sunday, January 24",3,https://videos.nba.com/nba/pbp/media/2021/01/24/0022000253/380/fc755218-28ee-3dd8-5be9-b8df896ae415_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ HOU,WAS,HOU,"Tuesday, January 26",1,https://videos.nba.com/nba/pbp/media/2021/01/26/0022000269/113/65e74e50-356f-8b9d-2855-120908b3bed2_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ NOP,WAS,NOP,"Wednesday, January 27",2,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000279/259/95fb839a-ad58-c3fd-41f0-2e2423b780ee_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:2),OREB,WAS @ NOP,WAS,NOP,"Wednesday, January 27",4,https://videos.nba.com/nba/pbp/media/2021/01/27/0022000279/600/4e3c51b6-77ab-cfcb-fdaa-0b047b156d59_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,ATL @ WAS,ATL,WAS,"Friday, January 29",4,https://videos.nba.com/nba/pbp/media/2021/01/29/0022000290/634/f3b498f8-6cea-3154-8bbf-991d7b1fc0bd_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,BKN @ WAS,BKN,WAS,"Sunday, January 31",2,https://videos.nba.com/nba/pbp/media/2021/01/31/0022000310/227/4e3dcac5-cee9-b521-2948-3f03664fe713_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ MIA,WAS,MIA,"Wednesday, February 3",1,https://videos.nba.com/nba/pbp/media/2021/02/03/0022000331/150/d96443e2-af0d-e880-df62-c41d3578086d_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:3),OREB,WAS @ MIA,WAS,MIA,"Wednesday, February 3",3,https://videos.nba.com/nba/pbp/media/2021/02/03/0022000331/438/43f1786e-3729-e90a-5c61-048c5df2e3b0_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:3),OREB,WAS @ MIA,WAS,MIA,"Wednesday, February 3",3,https://videos.nba.com/nba/pbp/media/2021/02/03/0022000331/456/44ef407c-940b-0bf8-0793-e8d7882a5248_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:4 Def:3),OREB,WAS @ MIA,WAS,MIA,"Wednesday, February 3",3,https://videos.nba.com/nba/pbp/media/2021/02/03/0022000331/489/35f29b6d-03fa-70ad-ea3b-c67daaff7895_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:2),OREB,WAS @ MIA,WAS,MIA,"Friday, February 5",2,https://videos.nba.com/nba/pbp/media/2021/02/05/0022000347/341/6cfcdeda-9241-199d-a02d-a8aa7a290d1e_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ CHI,WAS,CHI,"Monday, February 8",2,https://videos.nba.com/nba/pbp/media/2021/02/08/0022000368/287/03178d20-495a-d2e2-3776-6dc910d81f63_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,WAS @ CHI,WAS,CHI,"Monday, February 8",3,https://videos.nba.com/nba/pbp/media/2021/02/08/0022000368/486/0c75f753-4611-6316-2e20-d57e17c8ee27_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:1),OREB,WAS @ CHI,WAS,CHI,"Monday, February 8",4,https://videos.nba.com/nba/pbp/media/2021/02/08/0022000368/594/d9296638-c0d2-ca44-30a6-b8602af37c9a_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:2),OREB,TOR @ WAS,TOR,WAS,"Wednesday, February 10",2,https://videos.nba.com/nba/pbp/media/2021/02/10/0022000382/234/f7e3eefa-ff5c-e238-66d4-147103290b0a_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,DEN @ WAS,DEN,WAS,"Wednesday, February 17",1,https://videos.nba.com/nba/pbp/media/2021/02/17/0022000437/41/098113cc-9564-4784-4471-ec47081bfeae_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ POR,WAS,POR,"Saturday, February 20",1,https://videos.nba.com/nba/pbp/media/2021/02/20/0022000464/111/bded239a-785e-d501-d65f-e252aac7f348_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,WAS @ POR,WAS,POR,"Saturday, February 20",2,https://videos.nba.com/nba/pbp/media/2021/02/20/0022000464/367/984ac600-efcf-9ce0-76e0-c0d70d4e2eb3_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:2),OREB,WAS @ POR,WAS,POR,"Saturday, February 20",3,https://videos.nba.com/nba/pbp/media/2021/02/20/0022000464/433/6f750cae-c665-a623-854f-0d44f93e24fb_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ LAC,WAS,LAC,"Tuesday, February 23",3,https://videos.nba.com/nba/pbp/media/2021/02/23/0022000488/380/73080cfc-b30a-5664-d124-21171e8a829c_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,WAS @ LAC,WAS,LAC,"Tuesday, February 23",4,https://videos.nba.com/nba/pbp/media/2021/02/23/0022000488/502/b0d30124-3309-224f-4859-e45f9177647a_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,MIN @ WAS,MIN,WAS,"Saturday, February 27",2,https://videos.nba.com/nba/pbp/media/2021/02/27/0022000517/355/13bd33e4-acf6-0c34-9acc-781459802d39_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:4),OREB,MIN @ WAS,MIN,WAS,"Saturday, February 27",3,https://videos.nba.com/nba/pbp/media/2021/02/27/0022000517/518/a52ba041-3e98-11c3-4d54-7fb8f763eb81_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:2),OREB,WAS @ BOS,WAS,BOS,"Sunday, February 28",2,https://videos.nba.com/nba/pbp/media/2021/02/28/0022000524/344/4e18e658-177c-cc32-ebc9-419fb3bf06bc_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:4),OREB,WAS @ BOS,WAS,BOS,"Sunday, February 28",3,https://videos.nba.com/nba/pbp/media/2021/02/28/0022000524/449/530fbe36-e27e-bc42-ada7-fde683291f80_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:6),OREB,LAC @ WAS,LAC,WAS,"Thursday, March 4",4,https://videos.nba.com/nba/pbp/media/2021/03/04/0022000554/751/fb66fa34-8fd1-3f90-b7fb-70daf5d280c4_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,POR @ WAS,POR,WAS,"Tuesday, February 2",4,https://videos.nba.com/nba/pbp/media/2021/02/02/0022000559/647/b0461e11-28c4-16c3-c11f-c49ad402e0dd_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ BKN,WAS,BKN,"Sunday, March 21",1,https://videos.nba.com/nba/pbp/media/2021/03/21/0022000647/93/f050601d-e593-19f8-a5a2-b3731e36d856_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:3),OREB,WAS @ NYK,WAS,NYK,"Thursday, March 25",4,https://videos.nba.com/nba/pbp/media/2021/03/25/0022000679/693/44d1e4df-daca-30e8-1a70-7e37e9c8b5b6_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,DET @ WAS,DET,WAS,"Saturday, March 27",1,https://videos.nba.com/nba/pbp/media/2021/03/27/0022000694/18/949423e8-c8b8-1eac-13ca-923df25b705c_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ ORL,WAS,ORL,"Wednesday, April 7",2,https://videos.nba.com/nba/pbp/media/2021/04/07/0022000777/316/b5b45fe2-1570-e1c8-ad19-bc29e1378f5d_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:2),OREB,WAS @ GSW,WAS,GSW,"Friday, April 9",4,https://videos.nba.com/nba/pbp/media/2021/04/09/0022000798/640/7a1dfb0e-a509-b0aa-b915-326d431b81f6_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ UTA,WAS,UTA,"Monday, April 12",1,https://videos.nba.com/nba/pbp/media/2021/04/12/0022000820/44/d0d505d0-ce0d-4860-68c6-78fe449301b3_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:0),OREB,WAS @ UTA,WAS,UTA,"Monday, April 12",1,https://videos.nba.com/nba/pbp/media/2021/04/12/0022000820/107/93cafdd9-a154-58a1-734a-3768383fbea4_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:0),OREB,WAS @ UTA,WAS,UTA,"Monday, April 12",4,https://videos.nba.com/nba/pbp/media/2021/04/12/0022000820/604/136292a3-8f1f-21c3-bc2a-86e99118959e_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ SAC,WAS,SAC,"Wednesday, April 14",1,https://videos.nba.com/nba/pbp/media/2021/04/14/0022000839/99/e6ff3514-b465-6e6a-86e5-3671d341988a_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,WAS @ SAC,WAS,SAC,"Wednesday, April 14",3,https://videos.nba.com/nba/pbp/media/2021/04/14/0022000839/451/ec2e6d34-a844-b327-0092-3deee233dfcc_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:2),OREB,NOP @ WAS,NOP,WAS,"Friday, April 16",4,https://videos.nba.com/nba/pbp/media/2021/04/16/0022000847/624/2bd70098-9acc-66c7-d433-aad2015b6d5d_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,DET @ WAS,DET,WAS,"Saturday, April 17",3,https://videos.nba.com/nba/pbp/media/2021/04/17/0022000856/462/7a4bf3e6-5bcd-77ab-9b01-4d6407f26a46_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,GSW @ WAS,GSW,WAS,"Wednesday, April 21",1,https://videos.nba.com/nba/pbp/media/2021/04/21/0022000885/25/ed9fbf74-38a9-57bb-c4aa-aec9b781db9c_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,WAS @ OKC,WAS,OKC,"Friday, April 23",1,https://videos.nba.com/nba/pbp/media/2021/04/23/0022000902/100/a168f29b-2b0a-414a-779b-2f3f37af8abb_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,SAS @ WAS,SAS,WAS,"Monday, April 26",4,https://videos.nba.com/nba/pbp/media/2021/04/26/0022000919/601/5ffbbd47-9c14-052f-05d8-396c185ce096_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:1),OREB,SAS @ WAS,SAS,WAS,"Monday, April 26",5,https://videos.nba.com/nba/pbp/media/2021/04/26/0022000919/702/6aa67884-4434-b187-e751-888d1eb128c8_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ CLE,WAS,CLE,"Friday, April 30",1,https://videos.nba.com/nba/pbp/media/2021/04/30/0022000951/20/df6d0c7c-35e9-88d2-f01c-b24d46057725_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:3),OREB,WAS @ DAL,WAS,DAL,"Saturday, May 1",3,https://videos.nba.com/nba/pbp/media/2021/05/01/0022000964/450/40c61177-5395-9280-ac83-e2fb35534009_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:1),OREB,IND @ WAS,IND,WAS,"Monday, May 3",2,https://videos.nba.com/nba/pbp/media/2021/05/03/0022000976/269/188e948c-3926-3c80-69a7-f1659942ae25_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:2),OREB,IND @ WAS,IND,WAS,"Monday, May 3",3,https://videos.nba.com/nba/pbp/media/2021/05/03/0022000976/474/659d29d3-0b0b-54c5-912d-43dff2093b5f_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ TOR,WAS,TOR,"Thursday, May 6",1,https://videos.nba.com/nba/pbp/media/2021/05/06/0022000997/89/3dad6329-2b55-24f7-4b3d-55fdc8b1f75e_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:0),OREB,WAS @ IND,WAS,IND,"Saturday, May 8",1,https://videos.nba.com/nba/pbp/media/2021/05/08/0022001012/31/828978d9-3914-1efb-2561-1e4458acc757_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:2 Def:0),OREB,WAS @ IND,WAS,IND,"Saturday, May 8",2,https://videos.nba.com/nba/pbp/media/2021/05/08/0022001012/217/03d6ed31-be08-69cb-24f0-7da9485accf5_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:3 Def:0),OREB,WAS @ IND,WAS,IND,"Saturday, May 8",2,https://videos.nba.com/nba/pbp/media/2021/05/08/0022001012/340/d170e6b5-de04-5032-483e-712bdf0e60e0_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:4 Def:0),OREB,WAS @ IND,WAS,IND,"Saturday, May 8",4,https://videos.nba.com/nba/pbp/media/2021/05/08/0022001012/626/96f68546-96e5-171e-ce17-ecf8546ff6f7_1280x720.mp4
2020-21,2,Bradley Beal,Beal REBOUND (Off:1 Def:4),OREB,CHA @ WAS,CHA,WAS,"Sunday, May 16",4,https://videos.nba.com/nba/pbp/media/2021/05/16/0022001080/639/6770fbcf-fe72-dc1f-1b95-5a113ed8316b_1280x720.mp4
