SEASON,PLAYER ID,PLAYER NAME,PLAY DESCRIPTION,REBOUND TYPE,BOXSCORE,VTM,HTM,GAME DATE,PERIOD,Video Link
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:3),OREB,ORL @ PHI,ORL,PHI,"Monday, November 29",1,https://videos.nba.com/nba/pbp/media/2021/11/29/0022100305/95/1ba2a139-d9c6-450a-1df2-cb4e2931a500_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:3),OREB,ORL @ PHI,ORL,PHI,"Monday, November 29",1,https://videos.nba.com/nba/pbp/media/2021/11/29/0022100305/100/05793e4a-6324-4a3b-15f5-5b76658df37b_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:7),OREB,ORL @ PHI,ORL,PHI,"Monday, November 29",4,https://videos.nba.com/nba/pbp/media/2021/11/29/0022100305/604/7fd2d168-c19d-fb99-90a3-b354fe16173a_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:7),OREB,PHI @ BOS,PHI,BOS,"Wednesday, December 1",3,https://videos.nba.com/nba/pbp/media/2021/12/01/0022100322/322/e0ca82e7-bef1-44e2-519a-36928260775e_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:7),OREB,PHI @ BOS,PHI,BOS,"Wednesday, December 1",3,https://videos.nba.com/nba/pbp/media/2021/12/01/0022100322/324/5443f869-a663-6cdb-753b-822ff4500232_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:12),OREB,PHI @ BOS,PHI,BOS,"Wednesday, December 1",4,https://videos.nba.com/nba/pbp/media/2021/12/01/0022100322/551/c1e1b638-d35a-31b5-185c-3e0798a6fb4e_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:12),OREB,PHI @ BOS,PHI,BOS,"Wednesday, December 1",4,https://videos.nba.com/nba/pbp/media/2021/12/01/0022100322/553/96ad6481-d8cd-47ee-763a-f73f9b5ff168_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,PHI @ ATL,PHI,ATL,"Friday, December 3",1,https://videos.nba.com/nba/pbp/media/2021/12/03/0022100335/13/8c11b25c-4273-9669-cb0b-3a1d592d880d_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:13),OREB,PHI @ CHA,PHI,CHA,"Monday, December 6",5,https://videos.nba.com/nba/pbp/media/2021/12/06/0022100353/666/bb9b7785-df4d-51ae-afca-260d374797f5_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:4),OREB,PHI @ CHA,PHI,CHA,"Wednesday, December 8",3,https://videos.nba.com/nba/pbp/media/2021/12/08/0022100366/372/5bfc84ce-5237-4fcf-aeb5-0e045e29f0e8_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:4),OREB,UTA @ PHI,UTA,PHI,"Thursday, December 9",3,https://videos.nba.com/nba/pbp/media/2021/12/09/0022100379/333/5c350418-a3c0-4276-c6f3-eccfa4253383_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,MIA @ PHI,MIA,PHI,"Wednesday, December 15",1,https://videos.nba.com/nba/pbp/media/2021/12/15/0022100419/10/8bfe4087-1716-5a3a-13d0-eb6f2d56aaa9_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:1),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",1,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/21/52c0e3f6-a14f-619b-bbf8-35e7152556e7_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:5),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",2,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/279/b5c3a6f7-726f-324b-7bf3-378d9282a180_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:5),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",3,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/348/f8e3260c-f638-dc31-1422-1866b49cd179_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:6),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",3,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/428/f9b1f097-ab8d-886f-cb80-f1a0edcf7444_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:5 Def:6),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",3,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/440/d6e1fc0c-2a00-8a88-d85a-d80298207271_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:6 Def:7),OREB,NOP @ PHI,NOP,PHI,"Tuesday, January 25",4,https://videos.nba.com/nba/pbp/media/2022/01/25/0022100454/580/c28760a9-75b0-3f3b-02a0-44f06638a531_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:6),OREB,ATL @ PHI,ATL,PHI,"Thursday, December 23",3,https://videos.nba.com/nba/pbp/media/2021/12/23/0022100478/389/0524d1e6-1e98-a198-4c70-5d6e86da3643_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:6),OREB,ATL @ PHI,ATL,PHI,"Thursday, December 23",3,https://videos.nba.com/nba/pbp/media/2021/12/23/0022100478/391/4f21519d-ff20-07e9-1d8b-4ff57951d9ea_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:2),OREB,PHI @ WAS,PHI,WAS,"Sunday, December 26",1,https://videos.nba.com/nba/pbp/media/2021/12/26/0022100495/108/904be653-cb4b-a5d3-3b98-acc28a386dd5_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:8),OREB,PHI @ WAS,PHI,WAS,"Sunday, December 26",3,https://videos.nba.com/nba/pbp/media/2021/12/26/0022100495/452/9ab58a25-a9ef-db62-cd08-449e72f7674c_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,PHI @ TOR,PHI,TOR,"Tuesday, December 28",1,https://videos.nba.com/nba/pbp/media/2021/12/28/0022100510/44/413c6f3a-d54f-c1ed-0bab-7a43bf59278a_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:9),OREB,PHI @ TOR,PHI,TOR,"Tuesday, December 28",4,https://videos.nba.com/nba/pbp/media/2021/12/28/0022100510/636/542a08af-d9f4-3bc1-8639-072c783a8108_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:2),OREB,PHI @ BKN,PHI,BKN,"Thursday, December 30",2,https://videos.nba.com/nba/pbp/media/2021/12/30/0022100525/295/73136c5b-ec4f-5d15-be9c-4f5e6c6e365e_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:4),OREB,PHI @ BKN,PHI,BKN,"Thursday, December 30",4,https://videos.nba.com/nba/pbp/media/2021/12/30/0022100525/679/3ed11b61-8e4c-2eec-d102-937bfbc44d5d_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:1),OREB,HOU @ PHI,HOU,PHI,"Monday, January 3",1,https://videos.nba.com/nba/pbp/media/2022/01/03/0022100552/61/b644635f-d1db-9162-dd63-5d6a1be542d5_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:1),OREB,HOU @ PHI,HOU,PHI,"Monday, January 3",1,https://videos.nba.com/nba/pbp/media/2022/01/03/0022100552/69/a65ca383-f52c-3681-95f1-53c838304b96_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:3),OREB,HOU @ PHI,HOU,PHI,"Monday, January 3",2,https://videos.nba.com/nba/pbp/media/2022/01/03/0022100552/284/c7afcbc3-dcdc-5b2c-4024-0527e87b7041_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:6),OREB,HOU @ PHI,HOU,PHI,"Monday, January 3",2,https://videos.nba.com/nba/pbp/media/2022/01/03/0022100552/323/46a34a14-3902-cd22-2520-6832ea1a7786_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:5 Def:10),OREB,HOU @ PHI,HOU,PHI,"Monday, January 3",4,https://videos.nba.com/nba/pbp/media/2022/01/03/0022100552/612/d29c953f-3b2c-d87e-ff11-97113797a5ce_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,PHI @ ORL,PHI,ORL,"Wednesday, January 5",2,https://videos.nba.com/nba/pbp/media/2022/01/05/0022100568/284/556c14c2-b5bb-24c2-7a62-1165131c6dc3_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:1),OREB,PHI @ ORL,PHI,ORL,"Wednesday, January 5",3,https://videos.nba.com/nba/pbp/media/2022/01/05/0022100568/454/16b23e0c-3da6-8f5f-0eae-174bb912966c_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:1),OREB,PHI @ ORL,PHI,ORL,"Wednesday, January 5",4,https://videos.nba.com/nba/pbp/media/2022/01/05/0022100568/643/a6b45ac4-a764-78d8-b97f-cdc65b9505cf_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:2),OREB,SAS @ PHI,SAS,PHI,"Friday, January 7",1,https://videos.nba.com/nba/pbp/media/2022/01/07/0022100582/110/3569be3c-56f0-2d43-0bd6-19d87537bc48_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:3),OREB,SAS @ PHI,SAS,PHI,"Friday, January 7",3,https://videos.nba.com/nba/pbp/media/2022/01/07/0022100582/366/7d66d7ce-8ace-1426-947f-dd90bf35f336_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:7),OREB,SAS @ PHI,SAS,PHI,"Friday, January 7",4,https://videos.nba.com/nba/pbp/media/2022/01/07/0022100582/579/d6d9ec4f-4c1f-5b7b-be58-dfa8aab23384_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:3),OREB,CHA @ PHI,CHA,PHI,"Wednesday, January 12",3,https://videos.nba.com/nba/pbp/media/2022/01/12/0022100619/347/f25b8b17-764a-70c6-1930-1a7062809e6a_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:5),OREB,BOS @ PHI,BOS,PHI,"Friday, January 14",2,https://videos.nba.com/nba/pbp/media/2022/01/14/0022100635/246/32de789a-2427-8864-d9d6-022ff1025c4f_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:1),OREB,PHI @ MIA,PHI,MIA,"Saturday, January 15",1,https://videos.nba.com/nba/pbp/media/2022/01/15/0022100645/49/5f53e8e9-b866-ba64-96a6-b883f8f85f30_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:3),OREB,PHI @ MIA,PHI,MIA,"Saturday, January 15",2,https://videos.nba.com/nba/pbp/media/2022/01/15/0022100645/247/335f8e96-7a07-8e62-a700-91ab777d409b_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:9),OREB,PHI @ MIA,PHI,MIA,"Saturday, January 15",4,https://videos.nba.com/nba/pbp/media/2022/01/15/0022100645/636/c6c8fd56-1aeb-3138-8527-3e39ab439642_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,PHI @ WAS,PHI,WAS,"Monday, January 17",1,https://videos.nba.com/nba/pbp/media/2022/01/17/0022100656/11/027f4955-2f8b-dc38-7557-489c46b368a8_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:4),OREB,PHI @ WAS,PHI,WAS,"Monday, January 17",2,https://videos.nba.com/nba/pbp/media/2022/01/17/0022100656/301/667d448d-dc9c-a88f-6c45-a4077ac88e2d_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:6),OREB,ORL @ PHI,ORL,PHI,"Wednesday, January 19",2,https://videos.nba.com/nba/pbp/media/2022/01/19/0022100668/250/70adea93-e8cc-824e-e1d0-d2cf869c06c4_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:2),OREB,LAC @ PHI,LAC,PHI,"Friday, January 21",1,https://videos.nba.com/nba/pbp/media/2022/01/21/0022100686/55/167519d9-7323-3e9a-7976-cefb2b3dd27f_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:2),OREB,LAC @ PHI,LAC,PHI,"Friday, January 21",2,https://videos.nba.com/nba/pbp/media/2022/01/21/0022100686/242/49afef89-7333-0c38-3a8c-3eb9502a1c9e_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:6),OREB,LAC @ PHI,LAC,PHI,"Friday, January 21",3,https://videos.nba.com/nba/pbp/media/2022/01/21/0022100686/356/e0e69cc1-d8ea-1a2b-e8eb-d9aa2e4787b0_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:7),OREB,LAC @ PHI,LAC,PHI,"Friday, January 21",3,https://videos.nba.com/nba/pbp/media/2022/01/21/0022100686/382/1b374fad-33d5-07ce-783b-03d70b66c9af_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:5 Def:8),OREB,LAC @ PHI,LAC,PHI,"Friday, January 21",4,https://videos.nba.com/nba/pbp/media/2022/01/21/0022100686/580/02f8b431-984a-b404-7636-d236b374b4d5_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:3),OREB,PHI @ SAS,PHI,SAS,"Sunday, January 23",2,https://videos.nba.com/nba/pbp/media/2022/01/23/0022100704/249/801b133c-74fe-2753-1f53-3155076b3a8e_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:4),OREB,PHI @ SAS,PHI,SAS,"Sunday, January 23",2,https://videos.nba.com/nba/pbp/media/2022/01/23/0022100704/277/18bfbce6-7d62-7fde-8362-10d38d9dd5e7_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:9),OREB,PHI @ SAS,PHI,SAS,"Sunday, January 23",4,https://videos.nba.com/nba/pbp/media/2022/01/23/0022100704/584/19538e0e-373b-41c3-f1fe-5553c523b7aa_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:3),OREB,PHI @ HOU,PHI,HOU,"Monday, January 10",2,https://videos.nba.com/nba/pbp/media/2022/01/10/0022100711/239/7c0385a5-f4a1-06f0-a0af-ade97892b163_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:4),OREB,PHI @ HOU,PHI,HOU,"Monday, January 10",2,https://videos.nba.com/nba/pbp/media/2022/01/10/0022100711/290/1c778035-a7ef-dcca-81c2-0c2cb02ba0f8_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:4),OREB,PHI @ HOU,PHI,HOU,"Monday, January 10",2,https://videos.nba.com/nba/pbp/media/2022/01/10/0022100711/301/e89dae16-799d-59a8-1867-a40fd87a605d_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:4),OREB,PHI @ HOU,PHI,HOU,"Monday, January 10",3,https://videos.nba.com/nba/pbp/media/2022/01/10/0022100711/415/7c7dacb3-42f5-6c44-b126-7fc6087a47dd_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:4),OREB,LAL @ PHI,LAL,PHI,"Thursday, January 27",2,https://videos.nba.com/nba/pbp/media/2022/01/27/0022100733/236/0b7fec0d-51e6-a4d8-1e4f-f8950d1de5e4_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:4),OREB,WAS @ PHI,WAS,PHI,"Wednesday, February 2",3,https://videos.nba.com/nba/pbp/media/2022/02/02/0022100774/327/36dfcbf6-b9bd-4ed0-09a9-2519133032fe_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:8),OREB,WAS @ PHI,WAS,PHI,"Wednesday, February 2",3,https://videos.nba.com/nba/pbp/media/2022/02/02/0022100774/423/84e67938-45e8-b8ad-795b-40a5329b675b_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:8),OREB,WAS @ PHI,WAS,PHI,"Wednesday, February 2",3,https://videos.nba.com/nba/pbp/media/2022/02/02/0022100774/425/77635ec5-2cc9-f0b4-8fd7-d4a56a350371_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:3),OREB,PHI @ DAL,PHI,DAL,"Friday, February 4",1,https://videos.nba.com/nba/pbp/media/2022/02/04/0022100791/38/586a37ef-eda0-53fc-7fbe-c26ce7c72af7_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:10),OREB,PHI @ DAL,PHI,DAL,"Friday, February 4",4,https://videos.nba.com/nba/pbp/media/2022/02/04/0022100791/544/c41d9a83-3e2c-d724-ae4a-42181ba6eaee_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:5),OREB,PHI @ CHI,PHI,CHI,"Sunday, February 6",3,https://videos.nba.com/nba/pbp/media/2022/02/06/0022100802/329/98e16d54-8441-1263-3788-9af5e5460672_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:2),OREB,PHX @ PHI,PHX,PHI,"Tuesday, February 8",1,https://videos.nba.com/nba/pbp/media/2022/02/08/0022100815/55/3b45119e-63d9-e0e0-c87b-d1ca4b01676d_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,OKC @ PHI,OKC,PHI,"Friday, February 11",1,https://videos.nba.com/nba/pbp/media/2022/02/11/0022100840/37/68435248-8996-b7c2-ed10-7044bf894aa6_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:0),OREB,OKC @ PHI,OKC,PHI,"Friday, February 11",1,https://videos.nba.com/nba/pbp/media/2022/02/11/0022100840/39/5f48ce27-1be9-d66a-58de-b4307cc54b77_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:0),OREB,OKC @ PHI,OKC,PHI,"Friday, February 11",1,https://videos.nba.com/nba/pbp/media/2022/02/11/0022100840/41/1e81c186-adf3-7875-cc27-eedecb88e67f_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:3),OREB,OKC @ PHI,OKC,PHI,"Friday, February 11",1,https://videos.nba.com/nba/pbp/media/2022/02/11/0022100840/80/22a71f18-78ab-73a2-c87f-eb3fa194ef54_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:9),OREB,CLE @ PHI,CLE,PHI,"Saturday, February 12",3,https://videos.nba.com/nba/pbp/media/2022/02/12/0022100849/379/dd8bac65-881e-b1f3-5ebe-a17f8f7b2a03_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:1),OREB,PHI @ MIL,PHI,MIL,"Thursday, February 17",1,https://videos.nba.com/nba/pbp/media/2022/02/17/0022100887/60/55de2413-7607-8e83-1bdc-f236e8c0d02b_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:5),OREB,PHI @ MIL,PHI,MIL,"Thursday, February 17",2,https://videos.nba.com/nba/pbp/media/2022/02/17/0022100887/222/96295b25-d20e-4417-7143-c1048708295b_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,NYK @ PHI,NYK,PHI,"Wednesday, March 2",1,https://videos.nba.com/nba/pbp/media/2022/03/02/0022100934/64/131f87cd-8f52-7719-9ff4-a8dbc66ecf6c_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,CLE @ PHI,CLE,PHI,"Friday, March 4",1,https://videos.nba.com/nba/pbp/media/2022/03/04/0022100947/18/45b585ca-9e57-a2e3-62a5-be0714b8745c_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:0),OREB,CLE @ PHI,CLE,PHI,"Friday, March 4",1,https://videos.nba.com/nba/pbp/media/2022/03/04/0022100947/83/a2b9e77c-8771-4919-89f6-b2060feff4b6_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:0),OREB,PHI @ MIA,PHI,MIA,"Saturday, March 5",1,https://videos.nba.com/nba/pbp/media/2022/03/05/0022100956/33/28b3ca83-d043-e848-29cd-3fb2a4c8c965_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:2 Def:1),OREB,PHI @ MIA,PHI,MIA,"Saturday, March 5",1,https://videos.nba.com/nba/pbp/media/2022/03/05/0022100956/43/876bf6bb-4b69-2be9-7229-15fccf5157dd_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:3 Def:1),OREB,PHI @ MIA,PHI,MIA,"Saturday, March 5",1,https://videos.nba.com/nba/pbp/media/2022/03/05/0022100956/53/3e34620b-f40d-37ab-4641-ea6dc7e1575f_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:4 Def:1),OREB,PHI @ MIA,PHI,MIA,"Saturday, March 5",1,https://videos.nba.com/nba/pbp/media/2022/03/05/0022100956/59/3d9e037b-ad1e-7e48-6d25-bd3dfa9c3116_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:5 Def:3),OREB,PHI @ MIA,PHI,MIA,"Saturday, March 5",1,https://videos.nba.com/nba/pbp/media/2022/03/05/0022100956/122/331da4e4-3ea2-8f80-0b09-d39d7a3e5831_1280x720.mp4
2021-22,1,Joel Embiid,Embiid REBOUND (Off:1 Def:6),OREB,CHI @ PHI,CHI,PHI,"Monday, March 7",3,https://videos.nba.com/nba/pbp/media/2022/03/07/0022100969/368/e0ff8c06-cfe0-f791-5ff5-c00478ab3921_1280x720.mp4
